architecture,seed,forgotten_domain,method,base_method,protocol,rollback_scale,repair_epochs,repair_fraction,parameter_change_l2,parameter_change_max_abs,is_identity_map,is_near_identity,alpha,lambda,selected_parameter_count,selected_parameter_fraction,effectively_changed_parameter_count,selection_status,total_parameter_count,reference_forget_fisher_cosine_similarity,finite_ratio_max,finite_ratio_median,dampening_factor_min,dampening_factor_median,dampening_factor_max,alpha_is_configured_default,alpha_matches_published_cifar_resnet_setting,fisher_scope,forget_training_fraction,batch_normalized_ratio_upper_bound,full_fisher_batches,structural_noop,forget_fisher_batches,forget_fisher_samples,ablation_class_balanced,ablation_contrastive,no_contrast_ratio_upper_bound,class_weighting,fisher_estimator,domain_weighting,reference_domain_scope,retained_reference,online_raw_retain_rows,online_raw_forget_rows,cache_policy_note,teacher_frozen,forget_max_steps,total_min_steps,chosen_rewind_step,final_same_domain_validation_error,chosen_forget_train_error,temperature,alpha_retain_kl,gamma_retain_ce,optimizer,learning_rate,learning_rate_is_configured_default,learning_rate_matches_published_cifar_setting,schedule_scope,weight_decay,momentum,forget_batch_size,retain_batch_size,gradient_clipping,gradient_clip_norm,largest_preclip_grad_norm,gradient_clipping_scope,rewind_reference_uses
numerical_feature_transformer,1337,NF-UNSW-NB15,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.5642319026562991,0.20996251702308655,False,False,1.0,1.0,293.0,0.033409350057012545,293.0,weights_changed,8770.0,0.5892427232137193,3.347912311553955,0.21390961110591888,0.29869359731674194,0.7669495344161987,0.9992865324020386,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.3305829183491786,0.20996251702308655,False,False,2.0,1.0,47.0,0.0053591790193842645,47.0,weights_changed,8770.0,0.5892427232137193,3.347912311553955,0.21390961110591888,0.29869359731674194,0.39492782950401306,0.4910312592983246,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.056648572413518374,0.031028881669044495,False,False,3.0,1.0,8.0,0.0009122006841505131,8.0,weights_changed,8770.0,0.5892427232137193,3.347912311553955,0.21390961110591888,0.29869359731674194,0.32249048352241516,0.331271767616272,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,False,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.5892427232137193,3.347912311553955,0.21390961110591888,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.2836896553754482,3.5252324037184595,5309.0,True,1506.0,96362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,0.9427742834286937,0.3028031587600708,False,False,2.0,1.0,162.0,0.018472063854047892,162.0,weights_changed,8770.0,0.33073456870271195,3.977390766143799,0.10582850128412247,0.25142112374305725,0.3515859544277191,0.4992981255054474,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,0.7080514590105408,0.2843995690345764,False,False,2.0,1.0,83.0,0.009464082098061573,83.0,weights_changed,8770.0,0.3381470858951479,70.44377136230469,0.04498970881104469,0.014195719733834267,0.23320555686950684,0.49769169092178345,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,1.4260161356600332,0.40373751521110535,False,False,2.0,1.0,232.0,0.026453819840364882,232.0,weights_changed,8770.0,0.27801130401153024,527.7610473632812,0.08152838796377182,0.0018947968492284417,0.2107401043176651,0.49984273314476013,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-UNSW-NB15,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,5.1000997230128196,2.720668315887451,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.834326579261025,0.8341254851497478,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,2459.80615234375,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-UNSW-NB15,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.836222750408485,0.2869856059551239,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.9134684147794994,0.9000643407152197,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,489.91021728515625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-UNSW-NB15,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,10.395798026066714,6.513157844543457,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.2369010727056019,0.2242170150059152,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,6693.8330078125,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-ToN-IoT,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,35.906965385146364,6.572741985321045,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.9277890513431495,9.180350303649902,4.725270748138428,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,True,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,12.900500020578587,1.0202172994613647,False,False,1.0,1.0,8681.0,0.9898517673888255,8681.0,weights_changed,8770.0,0.9277890513431495,9.180350303649902,4.725270748138428,0.10892830044031143,0.21094012260437012,0.9983035922050476,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,12.861672907891737,1.0202172994613647,False,False,2.0,1.0,8404.0,0.958266818700114,8404.0,weights_changed,8770.0,0.9277890513431495,9.180350303649902,4.725270748138428,0.10892830044031143,0.2084665596485138,0.49969324469566345,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,12.498340068733256,1.0202172994613647,False,False,3.0,1.0,7686.0,0.8763968072976055,7686.0,weights_changed,8770.0,0.9277890513431495,9.180350303649902,4.725270748138428,0.10892830044031143,0.20169177651405334,0.3332560360431671,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,9.318075924050069,0.9692678451538086,False,False,5.0,1.0,3739.0,0.42633979475484607,3739.0,weights_changed,8770.0,0.9277890513431495,9.180350303649902,4.725270748138428,0.10892830044031143,0.16526514291763306,0.19997857511043549,False,False,100% pooled train cache plus 100% forgotten train online,0.10845693223502535,9.21701388888889,5309.0,False,576.0,36840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,6.936974246423306,0.7823402881622314,False,False,2.0,1.0,3408.0,0.38859749144811856,3408.0,weights_changed,8770.0,0.7541805975465384,3.974670886993408,1.6174207925796509,0.25159314274787903,0.34704574942588806,0.4999430477619171,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,15.440568173552217,1.2064800262451172,False,False,2.0,1.0,8528.0,0.972405929304447,8528.0,weights_changed,8770.0,0.5788792607826566,2296.5576171875,23.736743927001953,0.00043543431092984974,0.04025961458683014,0.49859917163848877,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,10.000513516040346,1.0431203842163086,False,False,2.0,1.0,4436.0,0.5058152793614595,4436.0,weights_changed,8770.0,0.4794240284818193,470.76617431640625,2.0365586280822754,0.0021241968497633934,0.18444497883319855,0.49996650218963623,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-ToN-IoT,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,1.0663587080186996,0.2852833867073059,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.14727540500736377,0.2751628664495114,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,359.3762512207031,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-ToN-IoT,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.10746287827306276,0.028699040412902832,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.13379404101053585,0.11729098805646036,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,325.8531188964844,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-ToN-IoT,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,1.7838651675924808,0.6264829635620117,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.1462558060496205,0.26826818675352876,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,1103.516845703125,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-BoT-IoT,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,32.18129286624749,4.974377155303955,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.7690152690917875,2.765317678451538,0.22078749537467957,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,True,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.39434237110085074,0.15085989236831665,False,False,1.0,1.0,174.0,0.01984036488027366,174.0,weights_changed,8770.0,0.7690152690917875,2.765317678451538,0.22078749537467957,0.3616220951080322,0.8104473948478699,0.9991590976715088,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.13894161445646772,0.09440327435731888,False,False,2.0,1.0,10.0,0.0011402508551881414,10.0,weights_changed,8770.0,0.7690152690917875,2.765317678451538,0.22078749537467957,0.3616220951080322,0.45585060119628906,0.49466294050216675,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,3.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.7690152690917875,2.765317678451538,0.22078749537467957,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,False,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.7690152690917875,2.765317678451538,0.22078749537467957,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.29503877247007426,3.3901660280970627,5309.0,True,1566.0,100217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,6.255028860051963,0.9159297347068787,False,False,2.0,1.0,3547.0,0.40444697833523374,3547.0,weights_changed,8770.0,0.9178423447829567,3.9956815242767334,1.624623417854309,0.25027018785476685,0.37257322669029236,0.49985530972480774,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,0.16921406044197027,0.10017737746238708,False,False,2.0,1.0,23.0,0.002622576966932725,23.0,weights_changed,8770.0,0.6737039380723889,26.820598602294922,0.05049426853656769,0.03728477656841278,0.26054680347442627,0.47359248995780945,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,8.894153469638892,1.2212395668029785,False,False,2.0,1.0,4429.0,0.5050171037628278,4429.0,weights_changed,8770.0,0.4564079103392825,2775.758544921875,2.051830530166626,0.000360261881724,0.19415438175201416,0.49997955560684204,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-BoT-IoT,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,2.6823641391353807,1.1423916816711426,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.8832996632996633,0.30213436842052743,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,2273.900390625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-BoT-IoT,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.8827103150662139,0.27621787786483765,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,3.0,0.9944107744107744,0.9961383797160163,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,1282.8916015625,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-BoT-IoT,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,10.638840604910708,6.683016777038574,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.2761279461279461,0.11012103734895277,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,2457.94091796875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,65.8602299862138,8.388014793395996,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,ssd_canonical,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,10.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.8810790277118532,2.715768575668335,0.994817852973938,1.0,1.0,1.0,True,True,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,True,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=1,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,3.3656888190556997,0.5810688734054565,False,False,1.0,1.0,4340.0,0.49486887115165334,4340.0,weights_changed,8770.0,0.8810790277118532,2.715768575668335,0.994817852973938,0.36821991205215454,0.7609291076660156,0.9998913407325745,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=2,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,1.2253774988126853,0.5810688734054565,False,False,2.0,1.0,175.0,0.019954389965792473,175.0,weights_changed,8770.0,0.8810790277118532,2.715768575668335,0.994817852973938,0.36821991205215454,0.461297869682312,0.49858149886131287,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=3,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,3.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.8810790277118532,2.715768575668335,0.994817852973938,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,False,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,ssd_canonical,"canonical SSD (Foster et al., AAAI 2024)",,,,0.0,0.0,True,True,5.0,1.0,0.0,0.0,0.0,no_parameters_selected,8770.0,0.8810790277118532,2.715768575668335,0.994817852973938,1.0,1.0,1.0,False,False,100% pooled train cache plus 100% forgotten train online,0.3128146399194522,3.19626730885009,5309.0,True,1661.0,106255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,dc_ssd_no_contrast,DC-SSD ablation: class-balanced Fisher without retained-only contrast,,,,1.2237146836144728,0.6228235960006714,False,False,2.0,1.0,121.0,0.013797035347776512,121.0,weights_changed,8770.0,0.5044739201732461,3.6851370334625244,0.15571007132530212,0.2713603079319,0.41212567687034607,0.49907901883125305,,,,,,,False,,,True,False,4.0,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,all domains including forgotten,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,dc_ssd_no_class_balance,DC-SSD ablation: retained-domain contrast without class balancing,,,,1.7349311259965614,0.7246832847595215,False,False,2.0,1.0,226.0,0.025769669327251995,226.0,weights_changed,8770.0,0.5629050212339266,24.117786407470703,0.21378938853740692,0.04146317392587662,0.3534468114376068,0.4972912073135376,,,,,,,False,,,False,True,,empirical training fractions within domain,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,dc_ssd,dc_ssd,proposed class-balanced domain-contrastive SSD,,,,2.031694875655515,0.8304314613342285,False,False,2.0,1.0,217.0,0.024743443557582668,217.0,weights_changed,8770.0,0.4626826471951699,35.11181640625,0.1215127483010292,0.028480440378189087,0.3019242286682129,0.49796321988105774,,,,,,,False,,,True,True,,equal 0.5/0.5,class-conditional mean squared batch-mean CE gradient,equal across reference domains,retained only,mean,0.0,0.0,The shared bank is kept only to benchmark independent deletion scenarios; a deployment must purge the forgotten domain entry.,,,,,,,,,,,,,,,,,,,,,,,
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,scrub_r,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,2.7708203097766133,1.1481845378875732,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.514087819060242,0.5556820855489153,4.0,0.001,0.99,sgd,0.0005,True,True,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,333.2283935546875,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,0.8746124232857675,0.2599206566810608,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,2.0,0.20488263713711574,0.24988000564679308,4.0,0.001,0.99,sgd,0.0001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,674.6722412109375,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
numerical_feature_transformer,1337,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,scrub_r,"SCRUB+R (Kurmanji et al., NeurIPS 2023)",,,,5.78312744247835,3.0124919414520264,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,3.0,1.0,0.5941681987258968,0.582513764058162,4.0,0.001,0.99,sgd,0.001,False,False,NetFlow short-run adaptation; not exact image-experiment reproduction,0.0005,0.9,32.0,128.0,True,0.2,860.3174438476562,NetFlow numerical-stability adaptation for large whole-domain deletion; SCRUB objective and max/min schedule are unchanged,"forgotten-domain validation split, never test"
mlp,2026,NF-UNSW-NB15,rollback_repair,rollback_repair,amnesiac update subtraction plus custom retained repair,1.0,2.0,0.25,10.72494396962914,1.0238381624221802,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
